"ID","Region","Regulated Dam","Primary Purpose","Primary Type","Years Modified","Spillway","Hazard","Assessment","Height (m)","Length (km)","Volume (m3)","Year Completed","Surface (km2)","Drainage (km2)","Last Inspection Date","Inspection Frequency","Distance to Nearest City (km)","Assessment Date","Probability of Failure","Loss given failure - prop (Qm)","Loss given failure - liab (Qm)","Loss given failure - BI (Qm)"
"SOAD07399","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1966","Uncontrolled","Low","Not Rated",8.986,0.033,0,1966,0.06895,394.16692,1979-05-07,0,16.23,2014-06-18,0.0862,26.1,187.8,3.3
"SOAD07562","Navaldia","No","Water Supply","Earth","1960","Uncontrolled","Low","Not Rated",5.018,0.177,3674,1967,0.08668,0,2011-08-01,5,32.52,2014-06-18,0.0648,33.4,17.8,32
"SOAD07846","Navaldia","No","Irrigation","Earth","1981O","Uncontrolled","Low","Not Rated",4.391,0.233,10342,1969,0,0,1969-08-28,3,75.09,2014-06-18,0.1099,5.3,8.5,47.6
"SOAD09350","Lyndrassia","No","Recreation","Earth","2008","Uncontrolled","High","Not Rated",9.113,0.145,0,1969,0.06698,1480.78924,1980-06-02,0,0,2014-06-18,0.1287,42.2,644.7,8
"SOAD09741","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",11.268,0.155,0,1978,0.04925,284.97203,1981-03-27,0,0,2014-06-18,0.1003,23.9,176.5,8.7
"SOAD09863","Lyndrassia","No","Flood Risk Reduction","Earth","2005","Uncontrolled","Low","Not Rated",9.367,0.153,18860,1986,0.03349,1177.17418,1991-05-17,0,14.11,2014-06-18,0.1079,19.5,16.6,3.7
"SOAD09876","Lyndrassia","Yes","Irrigation","Earth","2004","Uncontrolled","Low","Fair",5.256,0.217,0,1954,0.20094,0,1993-08-04,0,77.47,2014-06-18,0.0809,7.4,145.7,18.2
"SOAD09966","Navaldia","Yes","Fish and Wildlife Pond","Earth","1998S;2001S;2002S","Controlled","Low","Poor",2.374,0.08,1860,1951,0.00788,23.96961,2016-08-24,5,88.41,2016-08-24,0.078,23.6,6.9,45.5
"SOAD10313","Lyndrassia","No","Flood Risk Reduction","Earth","2005","Uncontrolled","Low","Not Rated",11.471,0.167,20794,1998,0.03152,181.10372,1999-10-01,1,32.18,2014-06-18,0.0826,26.1,17.2,15
"SOAD10425","Lyndrassia","No","Recreation","Earth","2007O","Uncontrolled","Low","Not Rated",6.253,0.05,0,1970,0.09456,543.31116,1981-01-21,0,0,2014-06-18,0.1125,22.1,478.8,4.5
"SOAD10432","Lyndrassia","Yes","Irrigation","Earth","2005","Uncontrolled","Low","Not Rated",6.773,0.05,20861,1965,0,5.32658,1972-01-24,0,36.78,2014-06-18,0.0635,17.7,89.1,36.9
"SOAD10669","Navaldia","Yes","Flood Risk Reduction","Earth","2008H","Uncontrolled","High","Satisfactory",6.115,0.81,59410,1910,0.07486,0,2019-02-26,5,0,2020-02-11,0.0737,22.8,645.5,22
"SOAD11583","Navaldia","No","Irrigation","Earth","1981O","Uncontrolled","Low","Not Rated",9.077,0.237,12525,1968,0,0,1986-06-24,0,151.33,2014-06-18,0.1145,46,14.2,35.9
"SOAD12092","Lyndrassia","No","Grade Stabilization","Earth","2013","Uncontrolled","Low","Not Rated",9.753,0.177,15420,1962,0.10441,1169.18431,1982-05-06,0,36.91,2014-06-18,0.0775,30.5,6.5,60
"SOAD12157","Navaldia","No","Recreation","Earth","2007O","Uncontrolled","Low","Not Rated",4.015,0.25,12000,1964,0.10047,0,2017-06-14,5,36.3,2014-06-18,0.0615,39.4,23,8.3
"SOAD13224","Lyndrassia","No","Recreation","Earth","2007O","Uncontrolled","Low","Not Rated",7.074,0.133,0,1974,0.08471,327.58467,1981-01-21,0,0,2014-06-18,0.0797,9.5,666.8,6.5
"SOAD13990","Lyndrassia","Yes","Tailings","Earth","2000","Uncontrolled","High","Satisfactory",32.539,1.267,135000,1978,0.01773,0,2021-09-02,2,4.86,2007-12-21,0.1105,21.8,183.4,20.1
"SOAD14108","Navaldia","Yes","Recreation","Earth","2004S","Uncontrolled","Low","Satisfactory",3.105,0.027,3941,1919,0.28959,10.65316,2018-05-29,5,36.62,2022-01-12,0.0504,256.8,20.5,8.8
"SOAD14609","Navaldia","Yes","Flood Risk Reduction","Earth","2011H","Uncontrolled","Significant","Satisfactory",17.435,0.125,37600,1872,0.33293,2.66329,2019-06-28,2,26.74,2022-05-23,0.1393,281.9,170,3
"SOAD14622","Flumevale","No","Recreation","Earth","1983S","Uncontrolled","Significant","Not Rated",4.582,0.1,100,1938,0.5713,7.98987,2011-08-01,0,0.8,2015-06-14,0.1363,414.1,607.8,9.3
"SOAD15071","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2001","Uncontrolled","Low","Not Rated",5.309,0.1,0,1928,0,231.70623,1964-01-01,0,31.41,2014-06-18,0.0999,6.3,100.6,5.6
"SOAD15591","Flumevale","Yes","Irrigation","Earth","2004","Uncontrolled","Low","Satisfactory",7.279,0.08,12196,1889,0.11426,0,2022-10-03,6,37.15,2020-02-25,0.0419,7.9,187.6,23
"SOAD15893","Lyndrassia","No","Flood Risk Reduction","Earth","1999","Uncontrolled","Low","Not Rated",11.087,0.202,29305,2010,0.02561,1198.4805,2006-09-29,0,40.45,2014-06-18,0.1149,41.3,18.6,1.3
"SOAD16107","Lyndrassia","No","Fish and Wildlife Pond","Earth","2013","Uncontrolled","Low","Not Rated",8.339,0.15,31000,1959,0.13987,1520.73859,1980-11-13,0,31.65,2014-06-18,0.1162,13.9,15.3,31.4
"SOAD17345","Navaldia","No","Other","Earth","1985O","Uncontrolled","Low","Not Rated",7.813,0.191,7724,1962,0,0,1972-09-18,0,54.74,2014-06-18,0.0999,33.5,9.4,12.9
"SOAD17359","Lyndrassia","No","Recreation","Earth","1987","Uncontrolled","High","Not Rated",10.144,0.192,0,1966,0.04137,1470.13608,1980-05-21,0,3.33,2014-06-18,0.1359,28.1,313.2,4.3
"SOAD17702","Flumevale","Yes","Flood Risk Reduction","Earth","1968M","Uncontrolled","Low","Not Rated",12.613,0.242,16000,1970,0.06304,0,2017-02-21,6,54.74,2014-06-18,0.0362,40.5,120.7,4.6
"SOAD17968","Lyndrassia","No","Flood Risk Reduction","Earth","1936","Uncontrolled","High","Not Rated",11.288,0.05,0,1972,0.05122,484.71878,1986-01-27,0,3.12,2014-06-18,0.0792,10.1,219.9,6.4
"SOAD18805","Flumevale","Yes","Water Supply","Earth","2016","Uncontrolled","Significant","Satisfactory",10.022,0.12,17000,1964,0.11426,2.66329,2021-10-04,1,18.54,2017-09-01,0.1453,10.3,224.2,39.3
"SOAD18954","Lyndrassia","No","Recreation","Earth","2007O","Uncontrolled","Low","Not Rated",8.754,0.14,0,1960,0.06501,1400.89054,1981-03-27,0,0,2014-06-18,0.1115,28.7,683,9.5
"SOAD19403","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",3.584,0.067,0,1974,0.17336,5702.10389,1980-10-09,0,0,2014-06-18,0.06,45.4,808.7,4.8
"SOAD19978","Flumevale","Yes","Other","Earth","1977","Uncontrolled","Low","Not Rated",4.932,0.184,60175,1948,0.09653,0,1994-11-03,0,8.11,2014-06-18,0.0992,22.6,222.3,28
"SOAD19995","Lyndrassia","No","Recreation","Earth","2004O","Uncontrolled","Low","Not Rated",12.056,0.154,0,1986,0.05319,2317.0623,1980-11-06,0,16.43,2014-06-18,0.0893,18.8,184.5,7
"SOAD20493","Lyndrassia","No","Grade Stabilization","Earth","2011S","Uncontrolled","Significant","Not Rated",10.681,0.233,16000,1975,0.1576,2101.33581,1980-07-02,0,23.33,2014-06-18,0.1115,30.8,401.1,4.1
"SOAD20535","Navaldia","No","Recreation","Earth","2004O","Uncontrolled","Low","Not Rated",7.446,0.233,17000,1981,0.07289,2.66329,2002-12-19,0,64.1,2014-06-18,0.0964,44.7,21.8,7.5
"SOAD20723","Lyndrassia","Yes","Other","Earth","2002","Uncontrolled","Low","Not Rated",3.272,1.067,128520,1962,0,0,2007-05-22,0,22.43,2014-06-18,0.122,20.7,251.9,9.4
"SOAD00123","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1995","Uncontrolled","Low","Not Rated",8.522,0.05,0,1963,0.04925,117.18476,2006-09-12,0,0,2014-06-18,0.0997,23.8,118.5,6.3
"SOAD00926","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",10.005,0.19,0,1976,0.0591,3068.11008,1978-07-14,0,5.07,2014-06-18,0.0833,5.7,360.6,4.3
"SOAD01679","Navaldia","Yes","Recreation","Earth","2009H","Uncontrolled","Low","Fair",3.431,0.037,400,1935,0.12411,5.32658,2015-06-04,5,52.08,2014-06-18,0.0684,9.6,19.7,6.8
"SOAD02057","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1995S;1999S","Uncontrolled","Low","Not Rated",6.539,0.083,0,1940,0.12805,1203.80708,1978-07-14,0,23.78,2014-06-18,0.097,16.4,102.3,9.3
"SOAD02214","Navaldia","No","Water Supply","Earth","1960","Uncontrolled","Low","Not Rated",5.425,0.317,30240,1968,0.12214,0,2016-09-19,5,43.19,2014-06-18,0.0963,40,16.1,25.8
"SOAD02252","Lyndrassia","Yes","Irrigation","Earth","2005","Uncontrolled","Significant","Not Rated",7.265,0.092,27214,1936,0.60873,15.97974,2022-02-11,1,0,2017-09-01,0.1301,153.1,600.6,40.9
"SOAD03038","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1942","Uncontrolled","High","Not Rated",10.584,0.123,0,1968,0.05713,455.42259,1979-06-01,0,1.59,2014-06-18,0.1095,15,420.5,7.5
"SOAD04549","Flumevale","Yes","Water Supply","Earth","2009H","Uncontrolled","High","Satisfactory",16.681,0.157,65000,1959,0.07486,5.32658,2022-09-14,1,1.69,2017-09-01,0.1002,38.6,739.1,52.5
"SOAD04886","Lyndrassia","No","Debris Control","Earth","1960","Uncontrolled","Low","Not Rated",10.605,0.073,0,1973,0.0591,452.7593,1980-06-05,0,0,2014-06-18,0.0872,7.2,463,9.1
"SOAD05487","Navaldia","Yes","Recreation","Earth","2009H;2009S","Uncontrolled","Low","Not Rated",4.245,0.13,6000,1962,0.11426,55.92909,2019-08-12,5,56.81,2007-12-21,0.0407,20.6,17.7,8.4
"SOAD05669","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1987","Uncontrolled","Low","Not Rated",5.476,0.1,0,1960,0.04137,7.98987,1993-11-18,6,0,2017-09-01,0.0928,14.4,539.4,3.4
"SOAD06144","Lyndrassia","No","Grade Stabilization","Earth","2005","Uncontrolled","Low","Not Rated",9.147,0.11,6598,1976,0.12805,2159.92819,1981-03-27,0,11.3,2014-06-18,0.0824,28.8,9.5,4.4
"SOAD06337","Navaldia","No","Recreation","Earth","2007O","Uncontrolled","Low","Not Rated",5.166,0.237,14930,1963,0.08077,0,1977-01-27,0,51.21,2014-06-18,0.1156,36,16.3,4.2
"SOAD06826","Lyndrassia","No","Flood Risk Reduction","Earth","2005","Uncontrolled","Low","Not Rated",8.787,0.273,14791,2001,0.08274,2996.20125,2001-11-01,1,33.18,2014-06-18,0.1193,20,18.8,45.3
"SOAD07135","Lyndrassia","No","Recreation","Earth","2004O","Uncontrolled","Low","Not Rated",3.464,0.027,0,1962,0.15366,1099.93877,1981-03-27,0,0,2014-06-18,0.0754,31.1,931.6,3.1
"SOAD07263","Lyndrassia","Yes","Recreation","Earth","1987","Uncontrolled","High","Satisfactory",15.383,0.14,50000,1978,0.04925,0,2020-03-20,5,8.22,2016-05-31,0.0493,29.9,240.4,8.5
"SOAD07550","Flumevale","Yes","Other","Earth","1956H;1956M;1956S","Uncontrolled","Low","Satisfactory",21.885,0.717,138000,2005,0.0591,0,2022-05-25,0.5,39.26,2017-09-01,0.0734,28.3,6,15.4
"SOAD07627","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1995S;1999S","Uncontrolled","Low","Not Rated",7.017,0.107,0,1950,0.06895,7073.69824,1978-07-11,0,30.83,2014-06-18,0.1201,17,236.2,3
"SOAD07805","Navaldia","No","Water Supply","Earth","2003O","Uncontrolled","Low","Not Rated",4.95,0.155,27019,1962,0.08274,0,2009-09-23,10,41.66,2014-06-18,0.0587,15.9,16.7,30.6
"SOAD08441","Lyndrassia","No","Flood Risk Reduction","Earth","2013","Uncontrolled","Low","Not Rated",9.732,0.14,18800,1990,0.05122,1206.47037,1991-05-17,0,31.36,2014-06-18,0.0973,8.4,22.8,3.7
"SOAD08852","Navaldia","Yes","Recreation","Earth","1977H;1977S","Uncontrolled","Low","Not Rated",5.331,0.078,3500,1963,0.12214,0,2006-08-04,5,68.99,2014-06-18,0.0932,9.9,6.8,4.1
"SOAD09836","Lyndrassia","No","Irrigation","Gravity","1968","Uncontrolled","Low","Fair",4.716,0.636,24435,1960,0.2364,0,2016-08-20,5,100.68,2016-08-20,0.0617,14.4,113,5.2
"SOAD10518","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2001","Uncontrolled","Low","Not Rated",3.505,0.1,0,1953,0,0,2006-12-13,0,47.18,2014-06-18,0.0708,14.3,73.3,46.9
"SOAD10561","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","High","Not Rated",7.862,0.067,0,1954,0.0788,394.16692,1981-01-21,0,0,2014-06-18,0.108,40.8,812.7,6.3
"SOAD11194","Lyndrassia","No","Flood Risk Reduction","Earth","2008","Uncontrolled","Low","Not Rated",13.524,0.147,27462,2005,0.03546,1091.9489,2006-09-30,0,0,2014-06-18,0.0862,34.9,21.6,46.1
"SOAD12820","Lyndrassia","No","Flood Risk Reduction","Earth","2005","Uncontrolled","Low","Not Rated",9.209,0.15,21837,1989,0.0788,3440.97068,2002-05-08,0,29.32,2014-06-18,0.0985,38.6,14.3,3.3
"SOAD13065","Lyndrassia","No","Flood Risk Reduction","Earth","2008","Uncontrolled","Low","Not Rated",11.414,0.166,20285,2000,0.01773,660.49592,2000-11-01,0,0,2014-06-18,0.1173,19.8,8.3,54.8
"SOAD13745","Lyndrassia","No","Flood Risk Reduction","Earth","2017O","Uncontrolled","Low","Not Rated",9.835,0.183,22486,2005,0.03152,719.0883,1999-11-01,0,34.43,2014-06-18,0.1222,22.1,7.2,29.3
"SOAD13817","Flumevale","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2020","Uncontrolled","Low","Satisfactory",5.363,0.167,15276,1941,0.1379,0,2020-10-13,6,3.25,2020-10-15,0.0394,21.7,600.4,21
"SOAD13886","Flumevale","Yes","Flood Risk Reduction","Earth","2017","Uncontrolled","Low","Satisfactory",8.836,0.185,18618,1958,0.07486,7.98987,2015-06-04,3,4.86,2009-12-16,0.0729,13,530.2,25
"SOAD14177","Navaldia","Yes","Flood Risk Reduction","Earth","2012S","Uncontrolled","High","Poor",7.146,0.183,46000,1970,0.05516,0,2022-02-24,2,0,2019-07-19,0.123,7.4,691.9,8.6
"SOAD14617","Navaldia","Yes","Irrigation","Earth","2005O","Uncontrolled","Low","Not Rated",10.427,0.4,52774,1969,0.08865,0,2009-02-09,5,58.44,2014-06-18,0.1121,30.1,10.6,8
"SOAD15179","Navaldia","No","Recreation","Earth","1985O","Uncontrolled","Low","Not Rated",6.807,0.078,14982,1958,0,0,1974-02-07,0,12.37,2014-06-18,0.1127,47.2,248.9,6.6
"SOAD15814","Lyndrassia","No","Other","Earth","2003","Uncontrolled","Low","Not Rated",8.398,0.19,0,1970,0.06895,2974.89493,1978-09-30,0,0,2014-06-18,0.0854,11.9,113.7,7.5
"SOAD16923","Flumevale","Yes","Irrigation","Earth","1977;1993","Uncontrolled","Low","Satisfactory",12.717,0.11,0,1961,0.06107,15.97974,2019-06-19,6,4.75,2016-09-26,0.0425,6.8,619.2,35
"SOAD17909","Flumevale","Yes","Other","Earth","2020","Uncontrolled","Low","Satisfactory",25.591,0.095,38000,1948,0.04334,2.66329,2022-03-09,0.5,67.24,2017-09-01,0.0768,38.2,12.8,61.1
"SOAD18219","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1987","Uncontrolled","Low","Not Rated",4.135,0.067,0,1959,0.14184,74.57212,1980-07-25,0,6.24,2014-06-18,0.0562,9.6,446.4,35
"SOAD18394","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2004","Uncontrolled","Low","Not Rated",5.726,0.117,0,1965,0.02561,0,2014-05-06,3,22.2,2014-06-18,0.1112,20.6,340.3,44.6
"SOAD19166","Navaldia","No","Irrigation","Earth","2008O","Uncontrolled","Low","Not Rated",14.053,0.25,33120,1948,0,0,1977-02-16,0,101.95,2014-06-18,0.0912,35,12.4,26
"SOAD19933","Lyndrassia","No","Fish and Wildlife Pond","Earth","2003H","Uncontrolled","Low","Not Rated",7.442,0.146,8413,1977,0.00788,223.71636,1998-09-17,0,41.75,2014-06-18,0.0839,45.4,9.8,41.5
"SOAD20112","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1968S","Uncontrolled","Low","Not Rated",4.28,0.141,34100,1960,0,0,1985-02-27,1,3.12,2014-06-18,0.0779,22.3,872.7,3.7
"SOAD20275","Navaldia","Yes","Recreation","Earth","1977H;1977S","Uncontrolled","Low","Not Rated",4.585,0.02,13891,1970,0,0,2003-06-05,0,144.42,2014-06-18,0.081,33.2,5.1,8.9
"SOAD20714","Navaldia","No","Recreation","Earth","2009H","Uncontrolled","Low","Poor",7.654,0.372,17100,1960,0.01576,2.66329,2020-09-14,4,8.01,2020-09-14,0.0574,24.7,220.1,3.9
"SOAD00554","Navaldia","No","Water Supply","Earth","2008O","Uncontrolled","Low","Not Rated",5.297,0.292,22226,1969,0.08077,0,1988-02-23,0,59.05,2014-06-18,0.1018,31.8,22.8,37.8
"SOAD00609","Navaldia","No","Other","Earth","1989S","Uncontrolled","Low","Poor",7.585,0.244,14933,1990,0.0788,10.65316,2020-09-14,4,9.38,2020-09-14,0.0717,24.1,345,8.4
"SOAD00739","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1998","Uncontrolled","Low","Not Rated",7.289,0.1,0,1961,0.0394,5.32658,1979-04-18,0,31.71,2014-06-18,0.0817,8.4,149.3,26.8
"SOAD01324","Flumevale","Yes","Other","Earth","2015H","Uncontrolled","High","Satisfactory",7.677,0.787,43036,1851,0.09653,0,2021-12-20,1,4.63,2017-09-01,0.0976,26.6,270.1,44.1
"SOAD01475","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005","Uncontrolled","Low","Not Rated",4.126,0.13,75,1900,0.00788,53.2658,1996-07-23,0,26.5,2018-09-05,0.0794,14.9,413.4,38.6
"SOAD01604","Navaldia","Yes","Recreation","Timber Crib","2009S","Uncontrolled","Low","Poor",3.19,0.107,2253,1926,0.21473,29.29619,2020-12-03,5,61.88,2017-09-01,0.0798,39.6,8.7,4
"SOAD02134","Lyndrassia","No","Flood Risk Reduction","Earth","2017O","Uncontrolled","Low","Not Rated",9.537,0.15,18286,2001,0.02561,2365.00152,2001-09-25,0,2,2014-06-18,0.0935,36.3,9.5,3.2
"SOAD02452","Navaldia","Yes","Water Supply","Earth","1985S","Uncontrolled","Low","Not Rated",8.117,0.157,11000,1969,0.06895,0,1985-05-10,0,3.36,2014-06-18,0.0797,33.3,260.1,63.3
"SOAD02964","Navaldia","No","Irrigation","Earth","1981O","Uncontrolled","Low","Not Rated",5.297,0.167,0,1920,0.10244,0,1992-10-06,0,41.69,2014-06-18,0.0812,9.6,7.8,44.5
"SOAD03233","Lyndrassia","No","Irrigation","Earth","2018F","Controlled","High","Not Rated",7.087,0.277,0,1968,0.08668,1009.38691,1990-11-20,0,34.32,2014-06-18,0.0889,35.7,229.6,19.7
"SOAD03305","Navaldia","No","Irrigation","Earth","1938S","Uncontrolled","Low","Not Rated",8.844,0.165,0,1971,0.17927,0,1980-07-19,0,43.88,2014-06-18,0.0875,26.2,162.6,15.2
"SOAD03367","Navaldia","No","Fish and Wildlife Pond","Earth","1968H;1979S;1993H;2006H","Uncontrolled","Low","Poor",3.439,0.483,20700,1967,0.09062,0,2020-09-21,5,39.29,2020-09-21,0.07,43.2,16.9,3.9
"SOAD03584","Flumevale","Yes","Water Supply","Earth","2007","Uncontrolled","Low","Not Rated",3.583,0.108,0,1980,0.13002,0,1997-07-17,6,24.12,2014-06-18,0.0833,44.3,459.6,9.3
"SOAD03622","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1997","Uncontrolled","Significant","Satisfactory",8.879,0.1,0,1956,0.01576,7.98987,1980-05-08,0,0,2016-08-09,0.1443,48.8,293.4,7
"SOAD03960","Flumevale","Yes","Water Supply","Earth","2011S","Uncontrolled","High","Poor",30.47,0.125,84400,1931,0.03152,0,2022-09-01,1,0.19,2023-06-22,0.1162,40,100.5,23.4
"SOAD04220","Flumevale","No","Recreation","Earth","1968M","Uncontrolled","Low","Poor",5.087,0.2,20990,1973,0.07289,87.88857,2021-09-07,3,0,2021-09-07,0.0984,6.4,609.6,8.6
"SOAD04891","Navaldia","No","Recreation","Earth","1985O","Uncontrolled","Low","Not Rated",3.424,0.17,7906,1957,0.09653,0,1977-10-20,0,38.71,2014-06-18,0.0954,20.5,14.5,7.4
"SOAD05112","Navaldia","No","Flood Risk Reduction","Earth","2007O","Uncontrolled","Low","Not Rated",10.721,0.183,10915,1973,0,0,1974-04-01,0,36.86,2014-06-18,0.1031,28.1,13.9,5.3
"SOAD05358","Lyndrassia","No","Flood Risk Reduction","Earth","1999","Uncontrolled","Low","Not Rated",13.091,0.11,23172,2008,0.07486,783.00726,2004-05-10,0,38.37,2014-06-18,0.0855,11.1,6,3.7
"SOAD05519","Navaldia","No","Other","Earth","2007O","Uncontrolled","Low","Not Rated",5.055,0.2,11886.95,1964,0.08077,0,1982-02-22,0,151.33,2014-06-18,0.0994,36.8,13.4,44.2
"SOAD06559","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2007S","Uncontrolled","Low","Not Rated",3.506,0.333,12000,1972,0.16351,15.97974,1982-01-20,0,118.36,2014-06-18,0.1104,5.1,10.3,50.7
"SOAD06875","Lyndrassia","No","Flood Risk Reduction","Earth","1937","Controlled","Low","Not Rated",8.78,0.033,0,1971,0.06501,964.11098,1981-03-04,0,17.86,2014-06-18,0.0986,12,200.2,5.2
"SOAD07144","Lyndrassia","No","Recreation","Earth","2008","Uncontrolled","High","Not Rated",9.386,0.117,0,1952,0.06501,4881.81057,1979-08-20,0,0,2014-06-18,0.1378,29.7,286.3,8.7
"SOAD07208","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005","Uncontrolled","Low","Not Rated",4.872,0.1,0,1954,0.06698,58.59238,1992-02-13,0,46.19,2014-06-18,0.0625,18.4,111.1,27.6
"SOAD07767","Navaldia","No","Water Supply","Earth","2003O","Uncontrolled","Low","Not Rated",5.067,0.49,0,1963,0.16154,0,1999-04-19,0,22.93,2014-06-18,0.1013,44.1,230.1,12.6
"SOAD08044","Lyndrassia","No","Flood Risk Reduction","Earth","2013","Uncontrolled","Low","Not Rated",11.411,0.183,21434,2000,0.04137,1603.30058,2000-11-01,1,4.88,2014-06-18,0.1129,35.1,10.7,24.5
"SOAD09888","Navaldia","Yes","Recreation","Concrete","2006O","Uncontrolled","Low","Satisfactory",3.071,0.092,1681,1920,0.10441,1198.4805,2018-06-18,5,30.91,2023-09-29,0.0483,33.6,23.4,6
"SOAD10848","Navaldia","No","Water Supply","Earth","2006S","Uncontrolled","Low","Not Rated",2.409,0.3,16089,1967,0.10441,0,2017-07-27,6,54.74,2014-06-18,0.0689,21.7,22.6,49.9
"SOAD11009","Flumevale","Yes","Fish and Wildlife Pond","Earth","2002","Uncontrolled","Low","Not Rated",4.468,0.253,18027,1960,0.13199,0,2017-11-21,6,40.29,2007-12-19,0.0403,4.8,157.3,40
"SOAD11603","Lyndrassia","No","Flood Risk Reduction","Earth","2013","Uncontrolled","Low","Not Rated",11.731,0.14,33322,2005,0.05713,1771.08785,2002-09-01,0,31.12,2014-06-18,0.1202,9.9,23.5,5.6
"SOAD11726","Flumevale","Yes","Irrigation","Earth","2008","Uncontrolled","Low","Not Rated",7.323,0.715,8810,1905,0.0985,0,2013-09-23,6,24.67,2016-08-16,0.0872,27.7,473.6,42.9
"SOAD12022","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",9.015,0.089,0,1958,0.06895,426.1264,1980-10-28,0,34.01,2014-06-18,0.0843,33.8,115.6,5.4
"SOAD12452","Navaldia","Yes","Flood Risk Reduction","Earth","2017O","Uncontrolled","Significant","Fair",4.477,0.667,25390,2001,0.46098,5.32658,2018-05-18,2,9.43,2021-12-19,0.146,213,225.6,65.7
"SOAD13780","Lyndrassia","No","Debris Control","Earth","2013","Uncontrolled","Low","Not Rated",9.989,0.115,17481,1976,0.03152,929.48821,1979-05-17,0,66.53,2014-06-18,0.1126,36.1,23.1,8
"SOAD13939","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2012","Uncontrolled","Low","Not Rated",8.525,0.15,11743,1950,0.12608,15.97974,2008-10-07,0,86.23,2014-06-18,0.1212,14.7,163.8,44.6
"SOAD14185","Lyndrassia","No","Flood Risk Reduction","Earth","1936","Uncontrolled","High","Not Rated",10.314,0.067,0,1936,0.05713,1326.31842,1978-09-22,0,8.01,2014-06-18,0.0974,8,176.6,4.2
"SOAD14456","Flumevale","Yes","Water Supply","Earth","2001","Uncontrolled","High","Fair",13.189,0.425,97450,1962,0.03349,0,2022-11-17,1,0.39,2021-01-08,0.1104,13,687.3,25.7
"SOAD15034","Lyndrassia","No","Grade Stabilization","Earth","2005","Uncontrolled","Low","Not Rated",8.333,0.197,13311,1965,0.22261,2868.36333,1984-10-30,0,36.91,2014-06-18,0.0603,40.8,8.7,6.1
"SOAD15182","Navaldia","No","Irrigation","Earth","2008O","Uncontrolled","Low","Not Rated",4.35,0.475,5475,1966,0,0,1972-02-10,5,46.07,2014-06-18,0.0719,35.9,11.2,2.9
"SOAD15852","Lyndrassia","No","Recreation","Earth","2007O","Uncontrolled","Low","Not Rated",8.627,0.06,0,1963,0.06501,7241.48551,1980-07-15,0,0,2014-06-18,0.1,43.2,290.8,9
"SOAD16139","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2012","Uncontrolled","Low","Not Rated",5.457,0.167,10700,1967,0.15366,10.65316,2019-12-09,1,4.63,2023-03-09,0.1119,7,305.7,7.1
"SOAD16465","Lyndrassia","No","Grade Stabilization","Earth","2005","Uncontrolled","Low","Not Rated",7.594,0.207,14901,1973,0.06895,860.24267,1982-01-01,0,39.92,2014-06-18,0.0699,47.3,4.9,7
"SOAD16862","Navaldia","No","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",6.595,0.182,0,1958,0,0,1977-03-16,0,81.05,2014-06-18,0.081,13.8,21.6,3.2
"SOAD16985","Lyndrassia","No","Recreation","Earth","1985O","Uncontrolled","Low","Not Rated",8.77,0.133,0,1970,0.06501,2937.60887,1981-02-25,0,7.71,2014-06-18,0.0857,5.3,208.3,6.1
"SOAD17236","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","High","Not Rated",11.3,0.15,0,1968,0.05122,157.13411,1980-10-30,0,0,2014-06-18,0.1002,47.6,169.6,5.9
"SOAD17666","Lyndrassia","No","Flood Risk Reduction","Earth","1937","Controlled","Low","Not Rated",11.449,0.107,0,1967,0.05122,1131.89825,1980-06-05,0,33.27,2014-06-18,0.1081,16.8,6.4,5.2
